id,title,genre,platform,score,release_date,monthly_clicks,description
game_0291,Tiny Island Simulator,Mystery,Xbox,0.846,2025-09-19,2259,Tiny Island Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0292,Giant Island Simulator,Comedy,PC,0.811,2022-09-20,711,Giant Island Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0293,Savage Island Simulator,Military,PC,0.969,2022-08-30,10456,"Savage Island Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0294,Frozen Island Simulator,Scary,PC,0.654,2022-12-15,487,Frozen Island Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0295,Burning Island Simulator,Simulation,PC,0.675,2025-12-19,933,"Burning Island Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0296,Golden Island Simulator,Adventure,PC,0.9,2024-09-28,1671,"Golden Island Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0297,Shadow Island Simulator,Horror,PlayStation,0.764,2024-09-30,2319,Shadow Island Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0298,Turbo Island Simulator,Strategy,Mobile,0.589,2026-04-11,1091,Turbo Island Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0299,Hyper Island Simulator,FPS,PC,0.571,2022-07-30,939,Hyper Island Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0300,Pixel Island Simulator,RPG,PC,0.673,2021-04-04,6022,"Pixel Island Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0301,Mega Castle Simulator,Fighting,PC,0.707,2022-01-05,395,"Mega Castle Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0302,Ultra Castle Simulator,Racing,PC,0.582,2023-04-19,1393,Ultra Castle Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0303,Epic Castle Simulator,Sports,Mobile,0.605,2025-03-15,3003,"Epic Castle Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0304,Super Castle Simulator,Tycoon,PC,0.636,2024-12-01,1408,Super Castle Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0305,Mystic Castle Simulator,Obby,Mobile,0.857,2024-12-30,1096,Mystic Castle Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0306,Neon Castle Simulator,Social,Xbox,0.61,2020-10-02,1167,"Neon Castle Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0307,Cyber Castle Simulator,Sandbox,PlayStation,0.805,2023-03-07,482,Cyber Castle Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0308,Dark Castle Simulator,Puzzle,Mobile,0.754,2023-03-05,1155,Dark Castle Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0309,Royal Castle Simulator,Survival,PC,0.801,2021-11-11,651,"Royal Castle Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0310,Cosmic Castle Simulator,Tower Defense,Xbox,0.807,2026-03-27,7963,Cosmic Castle Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0311,Tiny Castle Simulator,Anime,PC,0.801,2025-12-16,1449,"Tiny Castle Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0312,Giant Castle Simulator,Mystery,PC,0.614,2022-04-09,2783,Giant Castle Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0313,Savage Castle Simulator,Comedy,Mobile,0.726,2024-03-31,600,Savage Castle Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0314,Frozen Castle Simulator,Military,Xbox,0.773,2024-12-26,2187,"Frozen Castle Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0315,Burning Castle Simulator,Scary,Mobile,0.841,2022-07-24,865,Burning Castle Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0316,Golden Castle Simulator,Simulation,Xbox,0.812,2023-07-28,13721,"Golden Castle Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0317,Shadow Castle Simulator,Adventure,PC,0.955,2024-01-05,227,"Shadow Castle Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0318,Turbo Castle Simulator,Horror,PlayStation,0.686,2021-01-19,13661,Turbo Castle Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0319,Hyper Castle Simulator,Strategy,PC,0.935,2022-04-11,540,Hyper Castle Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0320,Pixel Castle Simulator,FPS,PC,0.675,2024-11-22,168,Pixel Castle Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0321,Mega Dungeon Simulator,RPG,PC,0.832,2021-07-29,2695,"Mega Dungeon Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0322,Ultra Dungeon Simulator,Fighting,Mobile,0.609,2023-06-28,261,"Ultra Dungeon Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0323,Epic Dungeon Simulator,Racing,Mobile,0.824,2024-01-02,1502,Epic Dungeon Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0324,Super Dungeon Simulator,Sports,PC,0.843,2025-05-29,472,"Super Dungeon Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0325,Mystic Dungeon Simulator,Tycoon,PC,0.755,2021-03-14,73,Mystic Dungeon Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0326,Neon Dungeon Simulator,Obby,PC,0.94,2025-11-14,7156,Neon Dungeon Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0327,Cyber Dungeon Simulator,Social,PC,0.943,2026-02-12,1698,"Cyber Dungeon Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0328,Dark Dungeon Simulator,Sandbox,PC,0.979,2026-02-16,3916,Dark Dungeon Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0329,Royal Dungeon Simulator,Puzzle,PC,0.927,2023-04-16,897,Royal Dungeon Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0330,Cosmic Dungeon Simulator,Survival,PC,0.672,2022-10-11,1351,"Cosmic Dungeon Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0331,Tiny Dungeon Simulator,Tower Defense,PlayStation,0.916,2025-01-11,1386,Tiny Dungeon Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0332,Giant Dungeon Simulator,Anime,Mobile,0.864,2024-09-17,424,"Giant Dungeon Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0333,Savage Dungeon Simulator,Mystery,Mobile,0.625,2024-05-14,581,Savage Dungeon Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0334,Frozen Dungeon Simulator,Comedy,Xbox,0.629,2025-06-19,1148,Frozen Dungeon Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0335,Burning Dungeon Simulator,Military,PC,0.715,2023-08-11,575,"Burning Dungeon Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0336,Golden Dungeon Simulator,Scary,PC,0.662,2026-05-29,422,Golden Dungeon Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0337,Shadow Dungeon Simulator,Simulation,PC,0.682,2021-04-25,124,"Shadow Dungeon Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0338,Turbo Dungeon Simulator,Adventure,PC,0.847,2023-01-18,1171,"Turbo Dungeon Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0339,Hyper Dungeon Simulator,Horror,Mobile,0.644,2024-01-22,7423,Hyper Dungeon Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0340,Pixel Dungeon Simulator,Strategy,PC,0.876,2021-04-03,1802,Pixel Dungeon Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0341,Mega City Simulator,FPS,Xbox,0.776,2025-08-13,46768,Mega City Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0342,Ultra City Simulator,RPG,Mobile,0.577,2025-04-11,11,"Ultra City Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0343,Epic City Simulator,Fighting,Mobile,0.621,2024-11-08,1135,"Epic City Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0344,Super City Simulator,Racing,Xbox,0.589,2021-01-19,665,Super City Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0345,Mystic City Simulator,Sports,Mobile,0.729,2020-10-11,5168,"Mystic City Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0346,Neon City Simulator,Tycoon,Mobile,0.861,2023-01-29,1795,Neon City Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0347,Cyber City Simulator,Obby,PC,0.569,2025-09-18,33426,Cyber City Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0348,Dark City Simulator,Social,PC,0.711,2021-10-27,371,"Dark City Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0349,Royal City Simulator,Sandbox,Xbox,0.712,2022-04-20,199,Royal City Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0350,Cosmic City Simulator,Puzzle,Mobile,0.601,2022-08-20,2875,Cosmic City Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0351,Tiny City Simulator,Survival,PlayStation,0.909,2024-01-14,783,"Tiny City Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0352,Giant City Simulator,Tower Defense,Mobile,0.779,2021-10-11,12654,Giant City Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0353,Savage City Simulator,Anime,Xbox,0.631,2023-06-11,379,"Savage City Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0354,Frozen City Simulator,Mystery,Xbox,0.653,2026-05-11,3435,Frozen City Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0355,Burning City Simulator,Comedy,PC,0.655,2025-12-27,1747,Burning City Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0356,Golden City Simulator,Military,PC,0.61,2025-11-25,762,"Golden City Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0357,Shadow City Simulator,Scary,PlayStation,0.652,2022-12-09,1798,Shadow City Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0358,Turbo City Simulator,Simulation,Xbox,0.819,2024-07-27,790,"Turbo City Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0359,Hyper City Simulator,Adventure,PC,0.888,2022-04-05,710,"Hyper City Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0360,Pixel City Simulator,Horror,PC,0.629,2022-04-25,837,Pixel City Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0361,Mega Kingdom Simulator,Strategy,Mobile,0.896,2024-11-30,437,Mega Kingdom Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0362,Ultra Kingdom Simulator,FPS,Xbox,0.608,2020-08-04,223177,Ultra Kingdom Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0363,Epic Kingdom Simulator,RPG,PC,0.914,2021-06-28,109,"Epic Kingdom Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0364,Super Kingdom Simulator,Fighting,PC,0.712,2023-07-11,2348,"Super Kingdom Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0365,Mystic Kingdom Simulator,Racing,Mobile,0.756,2024-02-07,8329,Mystic Kingdom Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0366,Neon Kingdom Simulator,Sports,Xbox,0.721,2024-03-29,183,"Neon Kingdom Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0367,Cyber Kingdom Simulator,Tycoon,PC,0.779,2021-04-22,553,Cyber Kingdom Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0368,Dark Kingdom Simulator,Obby,PC,0.75,2020-12-16,286,Dark Kingdom Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0369,Royal Kingdom Simulator,Social,Xbox,0.943,2022-12-11,14201,"Royal Kingdom Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0370,Cosmic Kingdom Simulator,Sandbox,PC,0.869,2024-01-20,639,Cosmic Kingdom Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0371,Tiny Kingdom Simulator,Puzzle,PC,0.677,2021-11-07,1558,Tiny Kingdom Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0372,Giant Kingdom Simulator,Survival,PC,0.765,2023-10-12,195,"Giant Kingdom Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0373,Savage Kingdom Simulator,Tower Defense,Mobile,0.966,2021-01-20,2171,Savage Kingdom Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0374,Frozen Kingdom Simulator,Anime,Mobile,0.623,2022-08-02,1063,"Frozen Kingdom Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0375,Burning Kingdom Simulator,Mystery,Mobile,0.775,2025-11-16,745,Burning Kingdom Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0376,Golden Kingdom Simulator,Comedy,Xbox,0.854,2025-10-09,74,Golden Kingdom Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0377,Shadow Kingdom Simulator,Military,PC,0.833,2021-02-11,1124,"Shadow Kingdom Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0378,Turbo Kingdom Simulator,Scary,PC,0.778,2026-05-07,1274,Turbo Kingdom Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0379,Hyper Kingdom Simulator,Simulation,PC,0.596,2024-07-10,15320,"Hyper Kingdom Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0380,Pixel Kingdom Simulator,Adventure,PC,0.659,2020-08-18,332,"Pixel Kingdom Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0381,Mega Frontier Simulator,Horror,PC,0.747,2021-12-24,2641,Mega Frontier Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0382,Ultra Frontier Simulator,Strategy,PC,0.831,2025-08-18,2376,Ultra Frontier Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0383,Epic Frontier Simulator,FPS,Xbox,0.712,2022-04-13,2406,Epic Frontier Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0384,Super Frontier Simulator,RPG,Mobile,0.765,2025-08-10,3878,"Super Frontier Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0385,Mystic Frontier Simulator,Fighting,PC,0.935,2025-06-19,6620,"Mystic Frontier Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0386,Neon Frontier Simulator,Racing,Xbox,0.57,2023-06-30,3708,Neon Frontier Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0387,Cyber Frontier Simulator,Sports,PC,0.557,2023-01-03,1313,"Cyber Frontier Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0388,Dark Frontier Simulator,Tycoon,PC,0.841,2022-03-04,309,Dark Frontier Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0389,Royal Frontier Simulator,Obby,Mobile,0.765,2025-08-27,322,Royal Frontier Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0390,Cosmic Frontier Simulator,Social,PlayStation,0.696,2025-09-06,124,"Cosmic Frontier Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0391,Tiny Frontier Simulator,Sandbox,Xbox,0.563,2022-11-16,8686,Tiny Frontier Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0392,Giant Frontier Simulator,Puzzle,PC,0.587,2022-04-10,611,Giant Frontier Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0393,Savage Frontier Simulator,Survival,Mobile,0.665,2025-08-12,18989,"Savage Frontier Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0394,Frozen Frontier Simulator,Tower Defense,PC,0.686,2022-03-02,2755,Frozen Frontier Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0395,Burning Frontier Simulator,Anime,PC,0.588,2025-01-18,647,"Burning Frontier Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0396,Golden Frontier Simulator,Mystery,PC,0.561,2025-05-17,1511,Golden Frontier Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0397,Shadow Frontier Simulator,Comedy,PC,0.921,2022-11-24,68,Shadow Frontier Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0398,Turbo Frontier Simulator,Military,PC,0.796,2023-10-24,375,"Turbo Frontier Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0399,Hyper Frontier Simulator,Scary,PC,0.665,2023-02-27,749,Hyper Frontier Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0400,Pixel Frontier Simulator,Simulation,PC,0.758,2023-03-05,310,"Pixel Frontier Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0401,Mega Saga Simulator,Adventure,PC,0.805,2020-12-22,443,"Mega Saga Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0402,Ultra Saga Simulator,Horror,PC,0.693,2022-02-05,232,Ultra Saga Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0403,Epic Saga Simulator,Strategy,Mobile,0.735,2022-10-12,3808,Epic Saga Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0404,Super Saga Simulator,FPS,Xbox,0.688,2023-03-02,3047,Super Saga Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0405,Mystic Saga Simulator,RPG,PlayStation,0.967,2022-01-25,331,"Mystic Saga Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0406,Neon Saga Simulator,Fighting,PC,0.69,2023-10-26,3138,"Neon Saga Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0407,Cyber Saga Simulator,Racing,PC,0.805,2024-04-17,3773,Cyber Saga Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0408,Dark Saga Simulator,Sports,Mobile,0.955,2021-05-11,3323,"Dark Saga Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0409,Royal Saga Simulator,Tycoon,PC,0.822,2024-12-21,13048,Royal Saga Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0410,Cosmic Saga Simulator,Obby,PC,0.582,2022-04-22,5061,Cosmic Saga Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0411,Tiny Saga Simulator,Social,PlayStation,0.947,2020-11-07,997,"Tiny Saga Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0412,Giant Saga Simulator,Sandbox,Xbox,0.852,2022-07-03,868,Giant Saga Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0413,Savage Saga Simulator,Puzzle,Xbox,0.881,2025-04-23,22213,Savage Saga Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0414,Frozen Saga Simulator,Survival,Mobile,0.792,2026-01-14,355,"Frozen Saga Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0415,Burning Saga Simulator,Tower Defense,Mobile,0.555,2025-05-07,113,Burning Saga Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0416,Golden Saga Simulator,Anime,PC,0.742,2024-01-21,1165,"Golden Saga Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0417,Shadow Saga Simulator,Mystery,PC,0.615,2020-12-03,6748,Shadow Saga Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0418,Turbo Saga Simulator,Comedy,PlayStation,0.6,2025-07-28,1025,Turbo Saga Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0419,Hyper Saga Simulator,Military,PlayStation,0.887,2021-06-05,262,"Hyper Saga Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0420,Pixel Saga Simulator,Scary,Mobile,0.687,2021-06-17,691,Pixel Saga Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0421,Mega Tower Simulator,Simulation,PC,0.829,2022-09-08,2870,"Mega Tower Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0422,Ultra Tower Simulator,Adventure,Mobile,0.692,2024-09-27,468,"Ultra Tower Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0423,Epic Tower Simulator,Horror,PC,0.63,2024-06-19,655,Epic Tower Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0424,Super Tower Simulator,Strategy,Mobile,0.743,2024-04-27,368,Super Tower Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0425,Mystic Tower Simulator,FPS,PC,0.798,2025-10-31,140,Mystic Tower Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0426,Neon Tower Simulator,RPG,Xbox,0.747,2024-04-28,1286,"Neon Tower Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0427,Cyber Tower Simulator,Fighting,PC,0.807,2023-01-08,9023,"Cyber Tower Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0428,Dark Tower Simulator,Racing,Mobile,0.815,2021-05-26,1581,Dark Tower Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0429,Royal Tower Simulator,Sports,Xbox,0.839,2025-08-01,2452,"Royal Tower Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0430,Cosmic Tower Simulator,Tycoon,PC,0.848,2022-05-07,486,Cosmic Tower Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0431,Tiny Tower Simulator,Obby,Mobile,0.732,2022-03-26,845,Tiny Tower Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0432,Giant Tower Simulator,Social,Mobile,0.789,2024-08-04,3901,"Giant Tower Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0433,Savage Tower Simulator,Sandbox,Mobile,0.816,2021-06-23,259,Savage Tower Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0434,Frozen Tower Simulator,Puzzle,Xbox,0.901,2024-05-06,12165,Frozen Tower Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0435,Burning Tower Simulator,Survival,PlayStation,0.729,2021-01-07,1129,"Burning Tower Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0436,Golden Tower Simulator,Tower Defense,Xbox,0.892,2026-03-10,1060,Golden Tower Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0437,Shadow Tower Simulator,Anime,PC,0.786,2020-12-24,77,"Shadow Tower Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0438,Turbo Tower Simulator,Mystery,PC,0.877,2026-01-25,4453,Turbo Tower Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0439,Hyper Tower Simulator,Comedy,PC,0.678,2023-10-05,286,Hyper Tower Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0440,Pixel Tower Simulator,Military,PlayStation,0.739,2025-07-23,887,"Pixel Tower Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0441,Mega Base Simulator,Scary,PlayStation,0.92,2022-08-08,2955,Mega Base Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0442,Ultra Base Simulator,Simulation,Mobile,0.9,2024-03-20,656,"Ultra Base Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0443,Epic Base Simulator,Adventure,Xbox,0.689,2024-08-24,1654,"Epic Base Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0444,Super Base Simulator,Horror,Mobile,0.974,2020-10-06,498,Super Base Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0445,Mystic Base Simulator,Strategy,Mobile,0.877,2023-10-05,101,Mystic Base Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0446,Neon Base Simulator,FPS,Mobile,0.82,2023-07-10,1024,Neon Base Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0447,Cyber Base Simulator,RPG,PC,0.849,2023-06-01,3774,"Cyber Base Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0448,Dark Base Simulator,Fighting,Xbox,0.924,2026-07-04,860,"Dark Base Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
game_0449,Royal Base Simulator,Racing,Xbox,0.892,2025-10-28,3724,Royal Base Simulator is a racing game with licensed-style vehicles and drift mechanics on Roblox.
game_0450,Cosmic Base Simulator,Sports,PC,0.695,2023-05-10,1073,"Cosmic Base Simulator is a sports sim with team play, physics, and ranked seasons on Roblox."
game_0451,Tiny Base Simulator,Tycoon,Mobile,0.934,2022-09-06,1560,Tiny Base Simulator is a tycoon builder where you grow a business from scratch to a fortune on Roblox.
game_0452,Giant Base Simulator,Obby,Xbox,0.59,2023-06-18,14,Giant Base Simulator is a platforming obstacle course testing precision and patience on Roblox.
game_0453,Savage Base Simulator,Social,PC,0.862,2023-02-09,1687,"Savage Base Simulator is a hangout hub for chatting, roleplay, and mini-games with friends on Roblox."
game_0454,Frozen Base Simulator,Sandbox,Mobile,0.55,2025-06-20,885,Frozen Base Simulator is a physics sandbox for building and tinkering with anything on Roblox.
game_0455,Burning Base Simulator,Puzzle,Mobile,0.554,2021-07-18,298,Burning Base Simulator is a brain-teasing puzzle game with escalating logic challenges on Roblox.
game_0456,Golden Base Simulator,Survival,Mobile,0.648,2025-09-27,857,"Golden Base Simulator is a survival challenge against disasters, hunters, or the elements on Roblox."
game_0457,Shadow Base Simulator,Tower Defense,PC,0.929,2022-05-31,2797,Shadow Base Simulator is a tower-defense battleground to place units and repel waves on Roblox.
game_0458,Turbo Base Simulator,Anime,PC,0.826,2025-01-15,22944,"Turbo Base Simulator is an anime-inspired battler with powers, quests, and transformations on Roblox."
game_0459,Hyper Base Simulator,Mystery,Mobile,0.739,2024-09-10,72,Hyper Base Simulator is a social-deduction mystery where you find the culprit before it's you on Roblox.
game_0460,Pixel Base Simulator,Comedy,Mobile,0.815,2021-12-01,1659,Pixel Base Simulator is a lighthearted comedic experience full of silly gags and chaos on Roblox.
game_0461,Mega Station Simulator,Military,PC,0.701,2022-03-25,355,"Mega Station Simulator is a military roleplay of service, vehicles, and squad tactics on Roblox."
game_0462,Ultra Station Simulator,Scary,PC,0.657,2025-08-03,3172,Ultra Station Simulator is a jump-scare driven horror romp through haunted locations on Roblox.
game_0463,Epic Station Simulator,Simulation,Mobile,0.915,2026-03-27,2563,"Epic Station Simulator is a life-sim experience where you build, decorate, and manage your own world on Roblox."
game_0464,Super Station Simulator,Adventure,Mobile,0.631,2020-10-26,354,"Super Station Simulator is an open-world adventure packed with quests, treasures, and exploration on Roblox."
game_0465,Mystic Station Simulator,Horror,PC,0.763,2023-11-07,7014,Mystic Station Simulator is a tense horror escape where you survive what lurks in the dark on Roblox.
game_0466,Neon Station Simulator,Strategy,PC,0.932,2020-08-11,1093,Neon Station Simulator is a deep strategy title where planning and positioning win the day on Roblox.
game_0467,Cyber Station Simulator,FPS,PC,0.92,2022-03-13,627,Cyber Station Simulator is a fast-paced shooter with satisfying gunplay and competitive modes on Roblox.
game_0468,Dark Station Simulator,RPG,Mobile,0.96,2021-04-02,342,"Dark Station Simulator is an RPG with classes, leveling, and loot-driven progression on Roblox."
game_0469,Royal Station Simulator,Fighting,Xbox,0.88,2020-11-30,1151,"Royal Station Simulator is a combat arena focused on combos, timing, and character mastery on Roblox."
